"Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","BodyMass.Value"
"Micropteropus intermedius","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.09717388923226
"Myonycteris relicta","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.97029191355212
"Myonycteris torquata","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.76653469867954
"Myonycteris brachycephala","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.99618031343487
"Neopteryx frosti","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,5.04252148295858
"Notopteris neocaledonica","Pteropodidae",0,0,0,0,0,0,40,60,0,0,1,0,0,4.19177370755365
"Notopteris macdonaldi","Pteropodidae",0,0,0,0,0,0,40,60,0,0,1,0,0,4.19177370755365
"Nyctimene malaitensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.33585179755327
"Nyctimene masalai","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.9759363311718
"Nyctimene minutus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.84074180342318
"Nyctimene rabori","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.22683374526818
"Nyctimene sanctacrucis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.96347628701706
"Nyctimene draconilla","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.40119738166216
"Nyctimene vizcaccia","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.71357206670431
"Nyctimene robinsoni","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.92157721823296
"Nyctimene keasti","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.96347628701706
"Nyctimene cyclotis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.89182029811063
"Nyctimene certans","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.7635229971097
"Nyctimene cephalotes","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.81705276783692
"Nyctimene albiventer","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.43010872515658
"Nyctimene aello","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.44570541133706
"Nyctimene major","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.65538790214871
"Otopteropus cartilagonodus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,2.87638551592142
"Paranyctimene raptor","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.23119957455703
"Paranyctimene tenax","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.23119957455703
"Penthetor lucasi","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.66791114767774
"Plerotes anchietae","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,4.80106586280916
"Ptenochirus jagori","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.35990882942026
"Ptenochirus minor","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.61765194482557
"Pteralopex taki","Pteropodidae",0,0,0,0,0,0,40,40,20,0,1,0,0,5.91366515465357
"Pteralopex acrodonta","Pteropodidae",0,0,0,0,0,0,40,40,20,0,1,0,0,5.52744298953979
"Pteralopex anceps","Pteropodidae",0,0,0,0,0,0,40,40,20,0,1,0,0,6.33036241094403
"Pteralopex atrata","Pteropodidae",0,0,0,0,0,0,40,40,20,0,1,0,0,6.15909538849193
"Pteralopex pulchra","Pteropodidae",0,0,0,0,0,0,40,40,20,0,1,0,0,5.63835466933375
"Scotonycteris ophiodon","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.22683374526818
"Scotonycteris zenkeri","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.08328517056185
"Sphaerias blanfordi","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.37348354309464
"Styloctenium wallacei","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,1,0,5.15905529921453
"Syconycteris carolinae","Pteropodidae",0,0,0,0,0,0,10,90,0,0,1,0,0,3.68887945411394
"Syconycteris hobbit","Pteropodidae",0,0,0,0,0,0,10,90,0,0,1,0,0,2.95958682691764
"Syconycteris australis","Pteropodidae",0,0,0,0,0,0,10,90,0,0,1,0,0,2.89591193827178
"Thoopterus nigrescens","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,4.1174098351531
"Emballonura serii","Emballonuridae",80,0,0,0,0,0,20,0,0,0,0,1,1,1.90954250488444
"Emballonura alecto","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,1.83258146374831
"Emballonura atrata","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,1.71379792775834
"Emballonura beccarii","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,1.64865862558738
"Emballonura dianae","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,2.1938856760707
"Emballonura furax","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,2.49732916978656
"Emballonura monticola","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,1.89911798754855
"Emballonura semicaudata","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,1.98787434815435
"Emballonura raffrayana","Emballonuridae",90,0,0,0,0,0,10,0,0,0,0,1,1,1.88706964903238
"Leopardus wiedii","Felidae",0,80,0,0,0,0,20,0,0,0,1,1,0,8.08670869233146
"Puma yagouaroundi","Felidae",10,80,0,0,0,0,10,0,0,0,0,1,1,8.83579236650274
"Civettictis civetta","Viverridae",10,20,20,0,0,10,20,0,0,20,1,0,0,9.39274275883663
"Genetta pardina","Viverridae",20,70,0,0,0,0,10,0,0,0,1,0,0,7.50822231815269
"Genetta poensis","Viverridae",20,70,0,0,0,0,10,0,0,0,1,0,0,7.50822231815269
"Viverra civettina","Viverridae",10,30,30,0,10,0,10,0,0,10,1,1,1,9.45679489893303
"Viverra zibetha","Viverridae",10,20,20,30,10,0,10,0,0,0,1,1,1,9.15915233520675
"Viverra tangalunga","Viverridae",10,30,30,0,10,0,10,0,0,10,1,1,1,8.83724564389847
"Viverra megaspila","Viverridae",10,30,30,0,10,0,10,0,0,10,1,1,1,9.13248693277132
"Viverricula indica","Viverridae",20,40,0,0,0,20,10,0,0,10,1,1,1,7.97571246469061
"Arctictis binturong","Viverridae",0,10,0,30,0,10,30,0,0,20,1,0,0,9.19786285046507
"Arctogalidia trivirgata","Viverridae",20,40,20,0,0,0,20,0,0,0,1,0,0,7.71912984090673
"Macrogalidia musschenbroekii","Viverridae",0,60,0,0,0,0,40,0,0,0,1,0,0,8.29429960885724
"Paguma larvata","Viverridae",20,60,0,0,0,0,20,0,0,0,1,0,0,8.36660283278374
"Paradoxurus zeylonensis","Viverridae",20,0,0,0,40,0,20,0,20,0,1,0,0,7.93083550503781
"Paradoxurus jerdoni","Viverridae",20,0,0,0,40,0,20,0,20,0,1,0,0,7.93083550503781
"Paradoxurus hermaphroditus","Viverridae",20,0,0,0,40,0,20,0,20,0,1,0,0,8.05758652594161
"Chrotogale owstoni","Viverridae",70,0,0,0,10,0,20,0,0,0,1,0,0,8.08671792030391
"Cynogale bennettii","Viverridae",30,30,0,20,0,0,20,0,0,0,1,1,0,8.41205487329293
"Fossa fossana","Eupleridae",70,10,10,0,0,0,10,0,0,0,1,0,0,7.31388683163346
"Galidia elegans","Eupleridae",10,30,20,10,20,0,10,0,0,0,0,0,1,6.68586094706836
"Salanoia concolor","Eupleridae",50,10,20,0,0,0,20,0,0,0,0,0,1,6.47850964220857
"Nandinia binotata","Nandiniidae",10,10,0,0,0,0,80,0,0,0,1,0,0,7.60140233458373
"Crossarchus obscurus","Herpestidae",60,0,20,0,0,0,20,0,0,0,1,1,1,7.13169851046691
"Crossarchus ansorgei","Herpestidae",60,0,20,0,0,0,20,0,0,0,1,1,1,6.55250788703459
"Crossarchus alexandri","Herpestidae",60,0,20,0,0,0,20,0,0,0,1,1,1,7.31388683163346
"Helogale hirtula","Herpestidae",70,0,0,0,20,0,10,0,0,0,0,0,1,5.66988092298052
"Helogale parvula","Herpestidae",70,0,0,0,20,0,10,0,0,0,0,0,1,5.70711026474888
"Herpestes brachyurus","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,7.52538118144955
"Herpestes vitticollis","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,7.85422209826629
"Herpestes urva","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,7.53058728562706
"Herpestes smithii","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,7.48602457484515
"Herpestes semitorquatus","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,7.55852195951613
"Herpestes naso","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,8.00669751321222
"Herpestes javanicus","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,6.62140565176413
"Herpestes ichneumon","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,8.55178397218564
"Herpestes edwardsi","Herpestidae",20,30,30,0,10,0,10,0,0,0,1,1,1,7.17447159796868
"Herpestes fuscus","Herpestidae",30,20,30,10,0,0,10,0,0,0,1,1,1,7.59374691961991
"Ichneumia albicauda","Herpestidae",70,0,10,0,10,0,10,0,0,0,1,0,0,8.16080963359188
"Rhynchogale melleri","Herpestidae",40,0,0,0,30,0,30,0,0,0,1,0,0,7.82444593087762
"Hyaena hyaena","Hyaenidae",10,10,0,0,0,70,10,0,0,0,1,1,0,10.6384029198353
"Hyaena brunnea","Hyaenidae",10,10,0,0,0,70,10,0,0,0,1,1,0,10.6684652745865
"Vulpes vulpes","Canidae",20,70,0,0,0,0,10,0,0,0,1,1,0,8.60834382319193
"Vulpes cana","Canidae",30,0,0,0,10,0,40,0,0,20,1,0,0,6.84359002150635
"Vulpes bengalensis","Canidae",20,0,0,0,60,0,20,0,0,0,1,0,0,7.91095738284559
"Canis aureus","Canidae",10,50,10,10,10,0,10,0,0,0,1,1,0,9.2443774811302
"Chrysocyon brachyurus","Canidae",10,50,20,0,0,0,10,0,0,10,1,1,0,10.0540965393951
"Lycalopex fulvipes","Canidae",20,40,20,0,0,0,20,0,0,0,1,0,0,8.54628198030619
"Lycalopex vetulus","Canidae",10,30,30,0,0,0,20,0,0,10,0,0,1,8.35101345167485
"Lycalopex sechurae","Canidae",10,30,30,0,0,0,20,0,0,10,1,0,0,8.35113860708615
"Lycalopex griseus","Canidae",10,30,30,0,0,0,20,0,0,10,1,0,0,8.54628198030619
"Lycalopex culpaeus","Canidae",10,70,10,0,0,0,10,0,0,0,1,0,0,9.06152012677253
"Lycalopex gymnocercus","Canidae",0,30,20,0,0,0,30,0,0,20,1,1,1,8.42149033452436
"Nyctereutes procyonoides","Canidae",20,10,30,0,0,0,30,0,10,0,1,0,0,8.30424746507847
"Urocyon cinereoargenteus","Canidae",10,0,0,0,30,0,20,0,20,20,1,1,0,8.25185169940184
"Urocyon littoralis","Canidae",10,0,0,0,30,0,20,0,20,20,1,1,0,7.54802896993501
"Mustela itatsi","Mustelidae",30,30,0,10,0,0,30,0,0,0,1,1,1,4.06044301054642
"Arctonyx collaris","Mustelidae",50,10,10,0,0,0,10,0,0,20,1,0,0,8.75731184693641
"Eira barbara","Mustelidae",0,90,0,0,0,0,10,0,0,0,1,1,1,8.27155604539856
"Galictis cuja","Mustelidae",20,30,20,0,10,0,20,0,0,0,1,1,1,6.90875477931522
"Galictis vittata","Mustelidae",20,30,20,0,10,0,20,0,0,0,1,1,1,8.07121853996986
"Gulo gulo","Mustelidae",0,20,0,0,20,40,20,0,0,0,1,0,0,9.74176595214583
"Martes flavigula","Mustelidae",10,40,20,0,20,0,10,0,0,0,0,0,1,7.5194212176742
"Martes foina","Mustelidae",0,50,0,0,20,0,20,0,0,10,1,1,0,7.34070584402516
"Martes martes","Mustelidae",0,60,0,0,0,0,40,0,0,0,1,0,0,7.1708884785125
"Martes melampus","Mustelidae",30,20,10,0,0,0,40,0,0,0,1,0,0,6.90875477931522
"Martes zibellina","Mustelidae",0,70,0,10,0,0,10,0,10,0,1,1,1,7.03085747611612
"Martes americana","Mustelidae",10,60,0,0,0,10,20,0,0,0,1,0,0,7.13169851046691
"Meles meles","Mustelidae",20,20,20,0,0,0,20,0,10,10,0,0,1,9.47278155656217
"Meles anakuma","Mustelidae",60,0,0,0,0,0,40,0,0,0,0,0,1,9.47278155656217
"Melogale everetti","Mustelidae",40,30,0,0,0,0,30,0,0,0,1,1,0,7.31388683163346
"Melogale moschata","Mustelidae",40,30,0,0,0,0,30,0,0,0,1,1,0,6.69239386810998
"Melogale orientalis","Mustelidae",40,30,0,0,0,0,30,0,0,0,1,1,0,7.60140233458373
"Melogale personata","Mustelidae",40,30,0,0,0,0,30,0,0,0,1,1,0,7.44044023710102
"Helarctos malayanus","Ursidae",50,20,0,0,0,0,20,0,10,0,1,0,0,10.7472290967206
"Melursus ursinus","Ursidae",70,0,0,0,0,0,10,0,0,20,1,1,0,11.4417623831366
"Tremarctos ornatus","Ursidae",0,0,0,0,0,0,80,0,0,20,1,1,0,11.8494093443808
"Ursus americanus","Ursidae",0,10,0,10,0,0,50,0,0,30,1,0,0,11.512428941723
"Ursus arctos","Ursidae",10,10,0,0,0,0,20,0,0,60,0,1,1,12.1036047200744
"Ursus thibetanus","Ursidae",10,10,0,0,0,10,40,0,0,30,0,1,1,11.258046118484
"Conepatus chinga","Mephitidae",80,0,10,0,0,0,10,0,0,0,1,0,0,7.55930933444372
"Conepatus humboldtii","Mephitidae",80,0,10,0,0,0,10,0,0,0,1,0,0,5.79605775076537
"Conepatus leuconotus","Mephitidae",80,0,10,0,0,0,10,0,0,0,1,0,0,8.16080963359188
"Conepatus semistriatus","Mephitidae",80,0,10,0,0,0,10,0,0,0,1,0,0,7.09090982207998
"Mephitis macroura","Mephitidae",20,30,0,0,0,0,20,0,10,20,1,1,1,6.68742027998997
"Mephitis mephitis","Mephitidae",20,30,0,0,0,0,20,0,10,20,1,0,0,7.64301322324246
"Spilogale angustifrons","Mephitidae",50,40,0,0,0,0,10,0,0,0,1,0,0,5.81523439995034
"Bassaricyon alleni","Procyonidae",20,10,0,0,0,0,70,0,0,0,1,1,0,7.11964372859979
"Bassaricyon beddardi","Procyonidae",20,10,0,0,0,0,70,0,0,0,1,1,0,7.11964372859979
"Bassaricyon gabbii","Procyonidae",20,10,0,0,0,0,70,0,0,0,1,1,0,7.13169851046691
"Bassaricyon lasius","Procyonidae",20,10,0,0,0,0,70,0,0,0,1,1,0,7.09090982207998
"Bassaricyon pauli","Procyonidae",20,10,0,0,0,0,70,0,0,0,1,1,0,7.09090982207998
"Bassariscus astutus","Procyonidae",20,10,0,0,0,0,70,0,0,0,1,0,0,7.03042413732242
"Bassariscus sumichrasti","Procyonidae",20,10,0,0,0,0,70,0,0,0,1,0,0,6.80349415876761
"Nasua nasua","Procyonidae",10,20,0,0,0,0,70,0,0,0,0,0,1,8.24140016335687
"Nasua narica","Procyonidae",10,20,0,0,0,0,70,0,0,0,0,0,1,8.30178216691025
"Nasuella olivacea","Procyonidae",10,20,0,0,0,0,70,0,0,0,1,1,1,7.20116342613232
"Potos flavus","Procyonidae",10,0,0,0,10,0,80,0,0,0,1,0,0,8.00670084544037
"Procyon cancrivorus","Procyonidae",50,0,10,20,0,0,10,0,10,0,1,0,0,8.84662930389888
"Procyon lotor","Procyonidae",40,0,20,0,0,0,20,0,20,0,1,0,0,8.61721407658698
"Procyon pygmaeus","Procyonidae",40,0,20,0,0,0,20,0,20,0,1,0,0,7.82444593087762
"Ailurus fulgens","Ailuridae",10,10,0,0,0,0,10,0,10,60,1,1,1,8.49719454490955
"Dicerorhinus sumatrensis","Rhinocerotidae",0,0,0,0,0,0,50,0,0,50,1,0,0,14.0519003886595
"Rhinoceros sondaicus","Rhinocerotidae",0,0,0,0,0,0,30,0,0,70,1,1,0,14.3751269173281
"Rhinoceros unicornis","Rhinocerotidae",0,0,0,0,0,0,20,0,0,80,1,1,1,14.2869718742678
"Sus ahoenobarbus","Suidae",0,0,0,0,10,10,40,0,30,10,1,1,0,11.2060026713235
"Babyrousa babyrussa","Suidae",0,0,0,0,0,0,40,0,0,60,0,0,1,11.5129354649202
"Babyrousa togeanensis","Suidae",10,0,0,0,10,0,20,0,0,60,0,0,1,11.5129354649202
"Babyrousa celebensis","Suidae",10,0,0,0,10,0,20,0,0,60,0,0,1,11.5129354649202
"Babyrousa bolabatuensis","Suidae",10,0,0,0,10,0,20,0,0,60,0,0,1,11.5129354649202
"Phacochoerus africanus","Suidae",0,0,0,0,0,10,10,0,0,80,1,0,0,11.3205656934614
"Phacochoerus aethiopicus","Suidae",0,0,0,0,0,10,10,0,0,80,1,0,0,11.1704530431874
"Potamochoerus larvatus","Suidae",0,10,10,0,0,0,40,0,0,40,1,0,0,10.7951217961674
"Potamochoerus porcus","Suidae",0,10,10,0,0,0,40,0,0,40,1,0,0,11.1562693779966
"Pecari tajacu","Tayassuidae",10,0,20,0,0,0,10,0,0,60,1,1,0,9.96494429862934
"Tayassu pecari","Tayassuidae",10,0,0,0,10,0,30,0,30,20,1,1,0,10.3807984808224
"Hexaprotodon liberiensis","Hippopotamidae",0,0,0,0,0,0,10,0,0,90,1,1,0,12.3673499845734
"Neotragus moschatus","Bovidae",0,0,0,0,0,0,20,0,0,80,1,1,0,8.77970359905045
"Neotragus pygmaeus","Bovidae",0,0,0,0,0,0,20,0,0,80,1,1,0,8.29429960885724
"Neotragus batesi","Bovidae",0,0,0,0,0,0,20,0,10,70,1,1,0,8.00669751321222
"Gazella dorcas","Bovidae",0,0,0,0,0,0,20,0,0,80,0,1,1,10.0432977546163
"Raphicerus melanotis","Bovidae",0,0,0,0,0,0,10,0,0,90,0,1,1,9.23512176111361
"Raphicerus sharpei","Bovidae",0,0,0,0,0,0,10,0,0,90,0,1,1,9.159143915005
"Raphicerus campestris","Bovidae",0,0,0,0,0,0,10,0,0,90,0,1,1,9.2592276742847
"Taurotragus oryx","Bovidae",0,0,0,0,0,0,30,0,0,70,0,1,1,13.2533822187137
"Taurotragus derbianus","Bovidae",0,0,0,0,0,0,30,0,0,70,0,1,1,13.4298495477394
"Boselaphus tragocamelus","Bovidae",0,0,0,0,0,0,20,0,0,80,0,1,1,12.0376599110475
"Bubalus depressicornis","Bovidae",0,0,0,0,0,0,20,0,0,80,1,1,1,12.6115410869661
"Hemitragus jayakari","Bovidae",0,0,0,0,0,0,30,0,30,40,1,1,0,10.043292972227
"Ovibos moschatus","Bovidae",0,0,0,0,0,0,10,0,0,90,0,1,1,12.73817645448
"Cephalophus rufilatus","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.39274275883663
"Cephalophus zebra","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.77001787229307
"Cephalophus weynsi","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.74102744483773
"Cephalophus silvicultor","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,11.1913601855021
"Cephalophus ogilbyi","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.90353755128617
"Cephalophus nigrifrons","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.53970526832827
"Cephalophus natalensis","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.39274275883663
"Cephalophus leucogaster","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.44942734873144
"Cephalophus adersi","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.13248260890509
"Cephalophus jentinki","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,11.1562693779966
"Cephalophus brookei","Bovidae",0,0,0,0,0,0,20,0,20,60,1,0,0,9.94579771917875
"Cephalophus dorsalis","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.90353755128617
"Cephalophus callipygus","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.81196857702621
"Cephalophus niger","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.92333870806656
"Cephalophus spadix","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,10.9331292908967
"Philantomba maxwellii","Bovidae",0,10,0,0,0,0,30,0,0,60,1,0,0,9.0547024200412
"Philantomba monticola","Bovidae",0,0,0,0,10,0,70,0,0,20,1,0,0,8.49638826198305
"Sylvicapra grimmia","Bovidae",0,10,0,0,0,0,20,0,0,70,1,0,0,9.87821025655173
"Hyemoschus aquaticus","Tragulidae",0,0,0,0,0,0,100,0,0,0,0,0,1,9.29201344219383
"Tragulus versicolor","Tragulidae",0,0,0,0,0,0,20,0,0,80,1,0,0,8.21804294343432
"Tragulus williamsoni","Tragulidae",0,0,0,0,0,0,20,0,0,80,1,0,0,8.21804294343432
"Tragulus nigricans","Tragulidae",0,0,0,0,0,0,20,0,0,80,1,0,0,8.21804294343432
"Tragulus napu","Tragulidae",0,0,0,0,0,0,20,0,0,80,1,0,0,8.50734485536142
"Tragulus kanchil","Tragulidae",0,0,0,0,0,0,20,0,0,80,1,0,0,8.21804294343432
"Tragulus javanicus","Tragulidae",0,0,0,0,0,0,20,0,0,80,1,0,0,7.9287663216267
"Mazama gouazoubira","Cervidae",0,0,0,0,0,0,30,0,20,50,1,1,1,9.71921429240767
"Pudu mephistophiles","Cervidae",0,0,0,0,0,0,10,0,10,80,1,1,1,9.16961941401823
"Pudu puda","Cervidae",0,0,0,0,0,0,10,0,10,80,1,1,1,9.18511486742411
"Axis kuhlii","Cervidae",0,0,0,0,0,0,10,0,0,90,1,1,0,10.9151066458675
"Axis calamianensis","Cervidae",0,0,0,0,0,0,10,0,0,90,1,1,0,10.6090819441478
"Axis porcinus","Cervidae",0,0,0,0,0,0,10,0,0,90,1,1,0,10.4463785432219
"Axis axis","Cervidae",0,0,0,0,0,0,10,0,0,90,1,1,0,11.116660654035
"Muntiacus feae","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,9.99884318585288
"Muntiacus crinifrons","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,10.4952106262717
"Muntiacus gongshanensis","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,9.8988633774995
"Muntiacus muntjak","Cervidae",0,0,0,0,0,0,30,0,0,70,1,1,1,9.67575787600758
"Muntiacus vuquangensis","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,10.510309120916
"Muntiacus putaoensis","Cervidae",0,0,0,0,0,0,80,0,0,20,1,1,1,9.87856095007226
"Muntiacus atherodes","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,9.65509029374725
"Muntiacus reevesi","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,0,9.51051903575725
"Muntiacus rooseveltorum","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,9.28392906647145
"Muntiacus truongsonensis","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,9.87856095007226
"Muntiacus puhoatensis","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,1,9.87856095007226
"Rucervus eldii","Cervidae",0,0,0,0,0,0,20,0,0,80,1,1,0,11.4665946790493
"Rusa unicolor","Cervidae",0,0,0,0,0,0,10,0,0,90,1,1,0,12.0868605267207
